Month,Passengers,actual,forecast
1958-08,505,505.0,496.21771240234375
1958-09,404,404.0,476.26904296875
1958-10,359,359.0,352.1252746582031
1958-11,310,310.0,379.6795043945313
1958-12,337,337.0,353.0859375
1959-01,360,360.0,386.5782470703125
1959-02,342,342.0,378.5360107421875
1959-03,406,406.0,327.1661376953125
1959-04,396,396.0,404.9885864257813
1959-05,420,420.0,423.3753662109375
1959-06,472,472.0,457.1116333007813
1959-07,548,548.0,506.8656311035156
1959-08,559,559.0,530.98779296875
1959-09,463,463.0,493.54339599609375
1959-10,407,407.0,386.3302917480469
1959-11,362,362.0,319.1895751953125
1959-12,405,405.0,356.31121826171875
1960-01,417,417.0,431.2906188964844
1960-02,391,391.0,432.9143981933594
1960-03,419,419.0,381.4058227539063
1960-04,461,461.0,420.09478759765625
1960-05,472,472.0,462.70904541015625
1960-06,535,535.0,478.9942932128906
1960-07,622,622.0,545.885498046875
1960-08,606,606.0,558.0617065429688
1960-09,508,508.0,530.5206909179688
1960-10,461,461.0,484.97998046875
1960-11,390,390.0,376.0929870605469
1960-12,432,432.0,411.9218444824219
