Month,Passengers,actual,forecast
1958-08,505,505.0,367.6102474927902
1958-09,404,404.0,359.307097196579
1958-10,359,359.0,354.9417140483856
1958-11,310,310.0,355.32047414779663
1958-12,337,337.0,359.4111293554306
1959-01,360,360.0,361.568078160286
1959-02,342,342.0,363.7618880271912
1959-03,406,406.0,367.61758279800415
1959-04,396,396.0,368.83639681339264
1959-05,420,420.0,370.9363701343536
1959-06,472,472.0,372.06623780727386
1959-07,548,548.0,368.5356492996216
1959-08,559,559.0,360.0294171571732
1959-09,463,463.0,359.4909873008728
1959-10,407,407.0,359.60858285427094
1959-11,362,362.0,360.1338645219803
1959-12,405,405.0,360.7189358472824
1960-01,417,417.0,361.0696926116944
1960-02,391,391.0,361.2918277978897
1960-03,419,419.0,361.3534166812897
1960-04,461,461.0,361.1035549640656
1960-05,472,472.0,360.7003438472748
1960-06,535,535.0,360.06120347976685
1960-07,622,622.0,359.2450931072235
1960-08,606,606.0,358.6146720647812
1960-09,508,508.0,358.59326589107513
1960-10,461,461.0,358.6203465461731
1960-11,390,390.0,358.6450743675232
1960-12,432,432.0,358.6307266950608
