Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,37.63816833496094
2017-04,20,55,55.0,42.958473205566406
2017-05,21,60,60.0,49.25575256347656
2017-06,20,74,74.0,55.20552062988281
2017-07,19,89,89.0,61.88127136230469
2017-08,19,64,64.0,62.588966369628906
2017-09,23,48,48.0,61.64741134643555
2017-10,33,40,40.0,54.86920166015625
2017-11,43,36,36.0,50.60434722900391
2017-12,56,35,35.0,48.05931854248047
2018-01,56,40,40.0,40.760536193847656
2018-02,33,42,42.0,39.88321304321289
2018-03,27,51,51.0,41.2914924621582
2018-04,24,56,56.0,48.82194900512695
2018-05,22,71,71.0,55.0460205078125
2018-06,21,79,79.0,64.3556900024414
2018-07,21,91,91.0,73.52743530273438
2018-08,21,66,66.0,70.16409301757812
2018-09,24,49,49.0,63.06584548950195
2018-10,39,39,39.0,52.236602783203125
2018-11,53,34,34.0,40.26189422607422
2018-12,48,36,36.0,40.28718566894531
2019-01,49,39,39.0,38.58268737792969
2019-02,39,42,42.0,40.648681640625
2019-03,30,53,53.0,46.90892791748047
2019-04,24,57,57.0,55.60504913330078
2019-05,23,65,65.0,62.399356842041016
2019-06,22,82,82.0,67.66244506835938
2019-07,21,100,100.0,74.71162414550781
2019-08,21,68,68.0,73.32109069824219
2019-09,24,51,51.0,60.150970458984375
2019-10,40,40,40.0,46.09449768066406
2019-11,56,36,36.0,40.58777618408203
2019-12,46,36,36.0,33.242225646972656
2020-01,41,43,43.0,39.03300857543945
2020-02,34,45,45.0,45.05322265625
2020-03,25,44,44.0,54.60465240478516
2020-04,25,53,53.0,60.14472198486328
2020-05,27,70,70.0,67.5308609008789
2020-06,24,74,74.0,70.86477661132812
