Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,13.918573379516602
2017-04,20,55,55.0,12.75929832458496
2017-05,21,60,60.0,12.336207389831545
2017-06,20,74,74.0,12.683566093444824
2017-07,19,89,89.0,15.457515716552734
2017-08,19,64,64.0,13.150470733642578
2017-09,23,48,48.0,14.623653411865234
2017-10,33,40,40.0,14.040215492248535
2017-11,43,36,36.0,14.810954093933104
2017-12,56,35,35.0,13.420083045959473
2018-01,56,40,40.0,13.473114967346191
2018-02,33,42,42.0,13.862123489379885
2018-03,27,51,51.0,14.261678695678713
2018-04,24,56,56.0,14.30365753173828
2018-05,22,71,71.0,14.639619827270508
2018-06,21,79,79.0,15.225680351257324
2018-07,21,91,91.0,13.775911331176758
2018-08,21,66,66.0,12.39195156097412
2018-09,24,49,49.0,14.485224723815918
2018-10,39,39,39.0,15.22244644165039
2018-11,53,34,34.0,12.293169021606444
2018-12,48,36,36.0,14.312421798706056
2019-01,49,39,39.0,16.18184471130371
2019-02,39,42,42.0,16.566097259521484
2019-03,30,53,53.0,14.332611083984377
2019-04,24,57,57.0,15.296613693237305
2019-05,23,65,65.0,13.97693157196045
2019-06,22,82,82.0,12.318750381469728
2019-07,21,100,100.0,12.214805603027344
2019-08,21,68,68.0,15.432036399841309
2019-09,24,51,51.0,16.23822021484375
2019-10,40,40,40.0,12.65602207183838
2019-11,56,36,36.0,13.755629539489746
2019-12,46,36,36.0,16.947933197021484
2020-01,41,43,43.0,14.41360855102539
2020-02,34,45,45.0,15.749138832092283
2020-03,25,44,44.0,14.32561492919922
2020-04,25,53,53.0,16.98611831665039
2020-05,27,70,70.0,15.423468589782717
2020-06,24,74,74.0,15.205406188964844
