Date,Daily minimum temperatures,actual,forecast
1/1/1989,14.3,14.3,14.589215278625488
1/2/1989,17.4,17.4,14.352380752563477
1/3/1989,18.5,18.5,13.905489921569824
1/4/1989,16.8,16.8,13.401087760925293
1/5/1989,11.5,11.5,13.969169616699219
1/6/1989,9.5,9.5,14.254866600036621
1/7/1989,12.2,12.2,14.045684814453125
1/8/1989,15.7,15.7,14.081530570983887
1/9/1989,16.3,16.3,13.595234870910645
1/10/1989,13.6,13.6,12.955330848693848
1/11/1989,12.6,12.6,12.97002124786377
1/12/1989,13.8,13.8,13.0584077835083
1/13/1989,12.1,12.1,13.197681427001953
1/14/1989,13.4,13.4,13.167756080627441
1/15/1989,17.3,17.3,13.100979804992676
1/16/1989,19.4,19.4,13.003151893615723
1/17/1989,16.6,16.6,12.840584754943848
1/18/1989,13.9,13.9,12.750750541687012
1/19/1989,13.1,13.1,12.74425983428955
1/20/1989,16.0,16.0,12.752685546875
1/21/1989,14.5,14.5,12.745183944702148
1/22/1989,15.0,15.0,12.674105644226074
1/23/1989,12.6,12.6,12.546353340148926
1/24/1989,12.5,12.5,12.41574764251709
1/25/1989,15.2,15.2,12.345392227172852
1/26/1989,16.2,16.2,12.320101737976074
1/27/1989,16.5,16.5,12.299498558044434
1/28/1989,20.1,20.1,12.261446952819824
1/29/1989,20.6,20.6,12.207776069641113
1/30/1989,16.9,16.9,12.142459869384766
1/31/1989,16.5,16.5,12.07475757598877
2/1/1989,16.1,16.1,12.019621849060059
2/2/1989,14.4,14.4,11.980406761169434
2/3/1989,16.3,16.3,11.947784423828125
2/4/1989,15.7,15.7,11.911588668823242
2/5/1989,14.2,14.2,11.864323616027832
2/6/1989,13.2,13.2,11.807832717895508
2/7/1989,16.8,16.8,11.751681327819824
2/8/1989,18.5,18.5,11.704611778259277
2/9/1989,16.7,16.7,11.666450500488281
2/10/1989,15.3,15.3,11.631117820739746
2/11/1989,15.9,15.9,11.59388542175293
2/12/1989,15.2,15.2,11.553525924682617
2/13/1989,17.5,17.5,11.511039733886719
2/14/1989,18.3,18.3,11.46899127960205
2/15/1989,19.4,19.4,11.429924964904785
2/16/1989,19.4,19.4,11.394450187683105
2/17/1989,19.5,19.5,11.3610258102417
2/18/1989,20.5,20.5,11.327463150024414
2/19/1989,15.7,15.7,11.292410850524902
2/20/1989,15.0,15.0,11.256204605102539
2/21/1989,16.1,16.1,11.220475196838379
2/22/1989,14.3,14.3,11.186691284179688
2/23/1989,13.0,13.0,11.154994010925293
2/24/1989,16.2,16.2,11.124466896057129
2/25/1989,17.7,17.7,11.094151496887207
2/26/1989,13.2,13.2,11.06363582611084
2/27/1989,15.8,15.8,11.033098220825195
2/28/1989,18.5,18.5,11.003066062927246
3/1/1989,20.4,20.4,10.974028587341309
3/2/1989,22.0,22.0,10.946105003356934
3/3/1989,19.7,19.7,10.919012069702148
3/4/1989,19.6,19.6,10.892318725585938
3/5/1989,20.3,20.3,10.865754127502441
3/6/1989,18.3,18.3,10.83936595916748
3/7/1989,18.9,18.9,10.813429832458496
3/8/1989,20.3,20.3,10.788202285766602
3/9/1989,21.4,21.4,10.763726234436035
3/10/1989,18.3,18.3,10.739851951599121
3/11/1989,17.8,17.8,10.716384887695312
3/12/1989,17.7,17.7,10.693222045898438
3/13/1989,12.8,12.8,10.670384407043457
3/14/1989,15.1,15.1,10.647966384887695
3/15/1989,15.0,15.0,10.626059532165527
3/16/1989,14.8,14.8,10.60468578338623
3/17/1989,12.0,12.0,10.583786964416504
3/18/1989,12.5,12.5,10.563275337219238
3/19/1989,15.0,15.0,10.54317855834961
3/20/1989,17.1,17.1,10.523524284362793
3/21/1989,17.3,17.3,10.504284858703613
3/22/1989,16.9,16.9,10.485468864440918
3/23/1989,16.5,16.5,10.467100143432617
3/24/1989,13.6,13.6,10.449162483215332
3/25/1989,13.2,13.2,10.43160343170166
3/26/1989,9.4,9.4,10.414389610290527
3/27/1989,9.5,9.5,10.397496223449707
3/28/1989,11.8,11.8,10.380927085876465
3/29/1989,10.4,10.4,10.364705085754395
3/30/1989,9.7,9.7,10.348834037780762
3/31/1989,12.6,12.6,10.333300590515137
4/1/1989,13.3,13.3,10.318087577819824
4/2/1989,15.1,15.1,10.303187370300293
4/3/1989,14.2,14.2,10.288596153259277
4/4/1989,14.2,14.2,10.274306297302246
4/5/1989,19.2,19.2,10.260318756103516
4/6/1989,12.6,12.6,10.24663257598877
4/7/1989,14.2,14.2,10.233241081237793
4/8/1989,11.9,11.9,10.220130920410156
4/9/1989,13.9,13.9,10.207291603088379
4/10/1989,13.5,13.5,10.194714546203613
4/11/1989,15.3,15.3,10.18239688873291
4/12/1989,13.9,13.9,10.170334815979004
4/13/1989,14.0,14.0,10.158527374267578
4/14/1989,12.9,12.9,10.14696979522705
4/15/1989,8.5,8.5,10.135651588439941
4/16/1989,11.4,11.4,10.124567985534668
4/17/1989,10.9,10.9,10.113717079162598
4/18/1989,12.0,12.0,10.1030912399292
4/19/1989,8.6,8.6,10.092686653137207
4/20/1989,9.0,9.0,10.082500457763672
4/21/1989,9.6,9.6,10.072529792785645
4/22/1989,10.2,10.2,10.06276798248291
4/23/1989,9.8,9.8,10.05320930480957
4/24/1989,8.3,8.3,10.043848991394043
4/25/1989,11.0,11.0,10.034683227539062
4/26/1989,11.9,11.9,10.02570915222168
4/27/1989,14.0,14.0,10.016923904418945
4/28/1989,15.8,15.8,10.008321762084961
4/29/1989,14.5,14.5,9.999898910522461
4/30/1989,13.2,13.2,9.991652488708496
5/1/1989,14.2,14.2,9.9835786819458
5/2/1989,14.6,14.6,9.975672721862793
5/3/1989,11.8,11.8,9.967930793762207
5/4/1989,14.4,14.4,9.96035099029541
5/5/1989,10.4,10.4,9.952930450439453
5/6/1989,10.3,10.3,9.945664405822754
5/7/1989,10.8,10.8,9.93855094909668
5/8/1989,10.5,10.5,9.931584358215332
5/9/1989,9.5,9.5,9.924765586853027
5/10/1989,12.5,12.5,9.91808795928955
5/11/1989,13.7,13.7,9.911550521850586
5/12/1989,12.7,12.7,9.905147552490234
5/13/1989,11.9,11.9,9.898880958557129
5/14/1989,11.4,11.4,9.892745018005371
5/15/1989,9.7,9.7,9.886735916137695
5/16/1989,8.3,8.3,9.880851745605469
5/17/1989,8.1,8.1,9.875090599060059
5/18/1989,11.7,11.7,9.869450569152832
