Month,Passengers,actual,forecast
1958-08,505,505.0,33.42184066772461
1958-09,404,404.0,28.317440032958984
1958-10,359,359.0,36.78638458251953
1958-11,310,310.0,38.39363479614258
1958-12,337,337.0,34.39021682739258
1959-01,360,360.0,30.32579803466797
1959-02,342,342.0,31.964643478393555
1959-03,406,406.0,32.002647399902344
1959-04,396,396.0,37.02076721191406
1959-05,420,420.0,33.257164001464844
1959-06,472,472.0,41.61194610595703
1959-07,548,548.0,33.680572509765625
1959-08,559,559.0,39.41559600830078
1959-09,463,463.0,26.603561401367188
1959-10,407,407.0,37.58283996582031
1959-11,362,362.0,40.60909652709961
1959-12,405,405.0,33.496036529541016
1960-01,417,417.0,39.41483688354492
1960-02,391,391.0,39.2135124206543
1960-03,419,419.0,37.47835922241211
1960-04,461,461.0,37.77775192260742
1960-05,472,472.0,36.8577766418457
1960-06,535,535.0,32.58470153808594
1960-07,622,622.0,40.75693893432617
1960-08,606,606.0,30.02861785888672
1960-09,508,508.0,42.883399963378906
1960-10,461,461.0,40.449974060058594
1960-11,390,390.0,36.72319793701172
1960-12,432,432.0,33.77922821044922
