Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.27004
2017-04,20,55,55.0,13.549999
2017-05,21,60,60.0,13.124545
2017-06,20,74,74.0,13.065399
2017-07,19,89,89.0,14.690943
2017-08,19,64,64.0,14.767492
2017-09,23,48,48.0,15.798919
2017-10,33,40,40.0,15.467653
2017-11,43,36,36.0,15.44381
2017-12,56,35,35.0,14.525623
2018-01,56,40,40.0,11.603148
2018-02,33,42,42.0,15.488943
2018-03,27,51,51.0,14.342798
2018-04,24,56,56.0,15.47665
2018-05,22,71,71.0,15.103108
2018-06,21,79,79.0,15.304245
2018-07,21,91,91.0,16.258211
2018-08,21,66,66.0,14.266718
2018-09,24,49,49.0,15.290817
2018-10,39,39,39.0,15.815572
2018-11,53,34,34.0,13.893492
2018-12,48,36,36.0,16.355392
2019-01,49,39,39.0,12.578026
2019-02,39,42,42.0,15.930139
2019-03,30,53,53.0,13.001678
2019-04,24,57,57.0,16.221188
2019-05,23,65,65.0,16.565325
2019-06,22,82,82.0,16.142511
2019-07,21,100,100.0,14.858188
2019-08,21,68,68.0,14.80049
2019-09,24,51,51.0,14.149995
2019-10,40,40,40.0,17.608646
2019-11,56,36,36.0,15.936039
2019-12,46,36,36.0,15.269084
2020-01,41,43,43.0,18.032625
2020-02,34,45,45.0,16.43206
2020-03,25,44,44.0,16.202263
2020-04,25,53,53.0,16.619417
2020-05,27,70,70.0,17.173666
2020-06,24,74,74.0,17.33485
