Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.759199142456056
2017-04,20,55,55.0,14.938652992248535
2017-05,21,60,60.0,13.187403678894045
2017-06,20,74,74.0,14.50364589691162
2017-07,19,89,89.0,12.90119743347168
2017-08,19,64,64.0,14.821016311645508
2017-09,23,48,48.0,14.786643981933594
2017-10,33,40,40.0,14.946599006652832
2017-11,43,36,36.0,14.064570426940918
2017-12,56,35,35.0,14.378058433532717
2018-01,56,40,40.0,14.499073028564451
2018-02,33,42,42.0,12.541913032531738
2018-03,27,51,51.0,13.737648963928224
2018-04,24,56,56.0,14.488534927368164
2018-05,22,71,71.0,14.591550827026367
2018-06,21,79,79.0,17.405704498291016
2018-07,21,91,91.0,14.046468734741213
2018-08,21,66,66.0,16.877323150634766
2018-09,24,49,49.0,17.88434410095215
2018-10,39,39,39.0,16.739370346069336
2018-11,53,34,34.0,15.15151596069336
2018-12,48,36,36.0,15.95131015777588
2019-01,49,39,39.0,17.177270889282227
2019-02,39,42,42.0,13.36759090423584
2019-03,30,53,53.0,15.62681770324707
2019-04,24,57,57.0,17.27338409423828
2019-05,23,65,65.0,15.629959106445312
2019-06,22,82,82.0,17.7857608795166
2019-07,21,100,100.0,17.355958938598633
2019-08,21,68,68.0,16.41277313232422
2019-09,24,51,51.0,18.26712226867676
2019-10,40,40,40.0,16.712263107299805
2019-11,56,36,36.0,15.581487655639648
2019-12,46,36,36.0,16.665252685546875
2020-01,41,43,43.0,16.974834442138672
2020-02,34,45,45.0,17.829357147216797
2020-03,25,44,44.0,15.994105339050291
2020-04,25,53,53.0,19.45161437988281
2020-05,27,70,70.0,16.048797607421875
2020-06,24,74,74.0,19.32477378845215
