Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,13.760135650634766
2017-04,20,55,55.0,13.532455444335938
2017-05,21,60,60.0,12.339841842651367
2017-06,20,74,74.0,11.962725639343262
2017-07,19,89,89.0,14.034597396850586
2017-08,19,64,64.0,14.75103759765625
2017-09,23,48,48.0,15.719937324523926
2017-10,33,40,40.0,15.38530731201172
2017-11,43,36,36.0,15.999488830566406
2017-12,56,35,35.0,14.572043418884276
2018-01,56,40,40.0,11.58404541015625
2018-02,33,42,42.0,15.592422485351562
2018-03,27,51,51.0,13.822216987609863
2018-04,24,56,56.0,15.32805061340332
2018-05,22,71,71.0,14.893880844116213
2018-06,21,79,79.0,14.43645191192627
2018-07,21,91,91.0,16.203279495239258
2018-08,21,66,66.0,14.068309783935549
2018-09,24,49,49.0,14.999227523803713
2018-10,39,39,39.0,15.966010093688965
2018-11,53,34,34.0,12.66698932647705
2018-12,48,36,36.0,14.923528671264648
2019-01,49,39,39.0,13.5186767578125
2019-02,39,42,42.0,16.122161865234375
2019-03,30,53,53.0,12.497207641601562
2019-04,24,57,57.0,16.52084732055664
2019-05,23,65,65.0,16.389110565185547
2019-06,22,82,82.0,16.106294631958008
2019-07,21,100,100.0,14.357535362243652
2019-08,21,68,68.0,15.438250541687012
2019-09,24,51,51.0,13.60295295715332
2019-10,40,40,40.0,18.341270446777344
2019-11,56,36,36.0,15.118382453918455
2019-12,46,36,36.0,15.334248542785645
2020-01,41,43,43.0,18.062938690185547
2020-02,34,45,45.0,16.388330459594727
2020-03,25,44,44.0,15.905195236206056
2020-04,25,53,53.0,16.778438568115234
2020-05,27,70,70.0,17.261892318725586
2020-06,24,74,74.0,17.089990615844727
