Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,48.9886133481201
2017-04,20,55,55.0,56.33650132282958
2017-05,21,60,60.0,62.46607522642653
2017-06,20,74,74.0,69.50741242882526
2017-07,19,89,89.0,77.51932490640243
2017-08,19,64,64.0,62.99303143931516
2017-09,23,48,48.0,53.07306599893406
2017-10,33,40,40.0,48.1332072251469
2017-11,43,36,36.0,50.444716428793
2017-12,56,35,35.0,58.830924128585885
2018-01,56,40,40.0,48.03653517043159
2018-02,33,42,42.0,50.7558242309818
2018-03,27,51,51.0,58.29782511280909
2018-04,24,56,56.0,65.26379537213309
2018-05,22,71,71.0,71.3660707968547
2018-06,21,79,79.0,78.68531707081188
2018-07,21,91,91.0,86.9114694735799
2018-08,21,66,66.0,72.09702910259429
2018-09,24,49,49.0,62.23251368112543
2018-10,39,39,39.0,57.50594814262153
2018-11,53,34,34.0,60.24544370778383
2018-12,48,36,36.0,69.60053017046107
2019-01,49,39,39.0,57.289817716202506
2019-02,39,42,42.0,60.17093767186683
2019-03,30,53,53.0,67.96583031439772
2019-04,24,57,57.0,75.02343270784006
2019-05,23,65,65.0,81.18964330784738
2019-06,22,82,82.0,88.54898701716273
2019-07,21,100,100.0,96.82020963059269
2019-08,21,68,68.0,82.09007757767746
2019-09,24,51,51.0,72.28303439462952
2019-10,40,40,40.0,67.60161300647145
2019-11,56,36,36.0,70.36948446401951
2019-12,46,36,36.0,79.7107012964897
2020-01,41,43,43.0,67.58022189846272
2020-02,34,45,45.0,70.51050538697632
2020-03,25,44,44.0,78.3474494013336
2020-04,25,53,53.0,85.45969808784915
2020-05,27,70,70.0,91.68271820691903
2020-06,24,74,74.0,99.10073324326125
