Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,50.54790623339946
2017-04,20,55,55.0,49.67153947232509
2017-05,21,60,60.0,51.10959324125379
2017-06,20,74,74.0,55.82347898363973
2017-07,19,89,89.0,55.82347898363973
2017-08,19,64,64.0,55.82347898363973
2017-09,23,48,48.0,55.82347898363973
2017-10,33,40,40.0,56.232937819491134
2017-11,43,36,36.0,56.24953204191787
2017-12,56,35,35.0,55.82347898363973
2018-01,56,40,40.0,53.84742255446776
2018-02,33,42,42.0,55.82347898363973
2018-03,27,51,51.0,55.82347898363973
2018-04,24,56,56.0,55.82347898363973
2018-05,22,71,71.0,55.82347898363973
2018-06,21,79,79.0,55.82347898363973
2018-07,21,91,91.0,55.82347898363973
2018-08,21,66,66.0,55.82347898363973
2018-09,24,49,49.0,55.82347898363973
2018-10,39,39,39.0,55.82347898363973
2018-11,53,34,34.0,55.82347898363973
2018-12,48,36,36.0,55.82347898363973
2019-01,49,39,39.0,55.82347898363973
2019-02,39,42,42.0,55.82347898363973
2019-03,30,53,53.0,55.82347898363973
2019-04,24,57,57.0,55.82347898363973
2019-05,23,65,65.0,55.82347898363973
2019-06,22,82,82.0,55.82347898363973
2019-07,21,100,100.0,55.82347898363973
2019-08,21,68,68.0,55.82347898363973
2019-09,24,51,51.0,55.82347898363973
2019-10,40,40,40.0,55.82347898363973
2019-11,56,36,36.0,55.82347898363973
2019-12,46,36,36.0,55.82347898363973
2020-01,41,43,43.0,55.82347898363973
2020-02,34,45,45.0,55.82347898363973
2020-03,25,44,44.0,55.82347898363973
2020-04,25,53,53.0,55.82347898363973
2020-05,27,70,70.0,55.82347898363973
2020-06,24,74,74.0,55.82347898363973
