Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,44.27596282958984
2017-04,20,55,55.0,46.57341766357422
2017-05,21,60,60.0,64.47124481201172
2017-06,20,74,74.0,65.6375732421875
2017-07,19,89,89.0,75.19989776611328
2017-08,19,64,64.0,78.0096664428711
2017-09,23,48,48.0,53.65795135498047
2017-10,33,40,40.0,55.558135986328125
2017-11,43,36,36.0,51.56172943115234
2017-12,56,35,35.0,71.16234588623047
2018-01,56,40,40.0,62.35198211669922
2018-02,33,42,42.0,60.05791473388672
2018-03,27,51,51.0,44.97061920166016
2018-04,24,56,56.0,53.37918472290039
2018-05,22,71,71.0,75.49702453613281
2018-06,21,79,79.0,87.89625549316406
2018-07,21,91,91.0,91.93929290771484
2018-08,21,66,66.0,82.6741943359375
2018-09,24,49,49.0,59.807952880859375
2018-10,39,39,39.0,50.96650314331055
2018-11,53,34,34.0,46.73895263671875
2018-12,48,36,36.0,44.36493682861328
2019-01,49,39,39.0,51.63771057128906
2019-02,39,42,42.0,49.62733459472656
2019-03,30,53,53.0,51.31155014038086
2019-04,24,57,57.0,55.63819122314453
2019-05,23,65,65.0,71.96723937988281
2019-06,22,82,82.0,82.8511962890625
2019-07,21,100,100.0,89.0216293334961
2019-08,21,68,68.0,68.73371887207031
2019-09,24,51,51.0,51.79136657714844
2019-10,40,40,40.0,38.08694076538086
2019-11,56,36,36.0,36.64786911010742
2019-12,46,36,36.0,39.05461883544922
2020-01,41,43,43.0,42.22168350219727
2020-02,34,45,45.0,44.46430206298828
2020-03,25,44,44.0,49.175899505615234
2020-04,25,53,53.0,62.367000579833984
2020-05,27,70,70.0,71.12763977050781
2020-06,24,74,74.0,81.677734375
