Date,Daily minimum temperatures,actual,forecast
1/1/1989,14.3,14.3,15.019934
1/2/1989,17.4,17.4,16.242527
1/3/1989,18.5,18.5,15.209553
1/4/1989,16.8,16.8,14.473179
1/5/1989,11.5,11.5,12.639612
1/6/1989,9.5,9.5,14.4262705
1/7/1989,12.2,12.2,16.27544
1/8/1989,15.7,15.7,17.893457
1/9/1989,16.3,16.3,16.868818
1/10/1989,13.6,13.6,12.010981
1/11/1989,12.6,12.6,13.554537
1/12/1989,13.8,13.8,13.30628
1/13/1989,12.1,12.1,14.989663
1/14/1989,13.4,13.4,15.002546
1/15/1989,17.3,17.3,14.259607
1/16/1989,19.4,19.4,16.364101
1/17/1989,16.6,16.6,14.775092
1/18/1989,13.9,13.9,14.694848
1/19/1989,13.1,13.1,14.28385
1/20/1989,16.0,16.0,14.047228
1/21/1989,14.5,14.5,15.581582
1/22/1989,15.0,15.0,16.09652
1/23/1989,12.6,12.6,15.95655
1/24/1989,12.5,12.5,13.333176
1/25/1989,15.2,15.2,14.4155245
1/26/1989,16.2,16.2,13.807609
1/27/1989,16.5,16.5,14.819848
1/28/1989,20.1,20.1,14.406612
1/29/1989,20.6,20.6,14.436458
1/30/1989,16.9,16.9,16.103603
1/31/1989,16.5,16.5,16.068838
2/1/1989,16.1,16.1,14.114678
2/2/1989,14.4,14.4,13.181537
2/3/1989,16.3,16.3,15.695141
2/4/1989,15.7,15.7,14.912326
2/5/1989,14.2,14.2,14.526215
2/6/1989,13.2,13.2,14.067866
2/7/1989,16.8,16.8,14.211649
2/8/1989,18.5,18.5,14.786894
2/9/1989,16.7,16.7,15.747169
2/10/1989,15.3,15.3,15.6129055
2/11/1989,15.9,15.9,19.37069
2/12/1989,15.2,15.2,19.102453
2/13/1989,17.5,17.5,17.637394
2/14/1989,18.3,18.3,16.779297
2/15/1989,19.4,19.4,13.944782
2/16/1989,19.4,19.4,13.211475
2/17/1989,19.5,19.5,14.843669
2/18/1989,20.5,20.5,15.010079
2/19/1989,15.7,15.7,14.487347
2/20/1989,15.0,15.0,14.897272
2/21/1989,16.1,16.1,15.193973
2/22/1989,14.3,14.3,14.284262
2/23/1989,13.0,13.0,15.579985
2/24/1989,16.2,16.2,14.907655
2/25/1989,17.7,17.7,18.954243
2/26/1989,13.2,13.2,18.739721
2/27/1989,15.8,15.8,17.31259
2/28/1989,18.5,18.5,16.909653
3/1/1989,20.4,20.4,13.966581
3/2/1989,22.0,22.0,17.978405
3/3/1989,19.7,19.7,19.263712
3/4/1989,19.6,19.6,18.701862
3/5/1989,20.3,20.3,15.594894
3/6/1989,18.3,18.3,14.356036
3/7/1989,18.9,18.9,15.651238
3/8/1989,20.3,20.3,14.4955
3/9/1989,21.4,21.4,13.738868
3/10/1989,18.3,18.3,15.790962
3/11/1989,17.8,17.8,18.021194
3/12/1989,17.7,17.7,14.689101
3/13/1989,12.8,12.8,16.255205
3/14/1989,15.1,15.1,17.497145
3/15/1989,15.0,15.0,18.504066
3/16/1989,14.8,14.8,16.15439
3/17/1989,12.0,12.0,18.173826
3/18/1989,12.5,12.5,18.619905
3/19/1989,15.0,15.0,15.382388
3/20/1989,17.1,17.1,14.433021
3/21/1989,17.3,17.3,14.602401
3/22/1989,16.9,16.9,14.74587
3/23/1989,16.5,16.5,14.150204
3/24/1989,13.6,13.6,16.248466
3/25/1989,13.2,13.2,17.194727
3/26/1989,9.4,9.4,15.053621
3/27/1989,9.5,9.5,15.731394
3/28/1989,11.8,11.8,16.13719
3/29/1989,10.4,10.4,18.10258
3/30/1989,9.7,9.7,15.6361065
3/31/1989,12.6,12.6,16.556776
4/1/1989,13.3,13.3,11.981374
4/2/1989,15.1,15.1,13.004002
4/3/1989,14.2,14.2,15.476679
4/4/1989,14.2,14.2,14.183799
4/5/1989,19.2,19.2,14.405676
4/6/1989,12.6,12.6,14.660034
4/7/1989,14.2,14.2,13.0545435
4/8/1989,11.9,11.9,13.045299
4/9/1989,13.9,13.9,11.446409
4/10/1989,13.5,13.5,11.3904085
4/11/1989,15.3,15.3,13.231255
4/12/1989,13.9,13.9,12.055614
4/13/1989,14.0,14.0,11.608042
4/14/1989,12.9,12.9,13.165308
4/15/1989,8.5,8.5,13.648586
4/16/1989,11.4,11.4,13.8336525
4/17/1989,10.9,10.9,14.803117
4/18/1989,12.0,12.0,14.06837
4/19/1989,8.6,8.6,14.117494
4/20/1989,9.0,9.0,14.1770735
4/21/1989,9.6,9.6,13.245773
4/22/1989,10.2,10.2,13.558937
4/23/1989,9.8,9.8,12.656347
4/24/1989,8.3,8.3,12.456469
4/25/1989,11.0,11.0,13.775473
4/26/1989,11.9,11.9,13.404422
4/27/1989,14.0,14.0,12.824844
4/28/1989,15.8,15.8,13.440923
4/29/1989,14.5,14.5,14.488865
4/30/1989,13.2,13.2,14.321891
5/1/1989,14.2,14.2,9.873033
5/2/1989,14.6,14.6,12.526085
5/3/1989,11.8,11.8,10.187466
