Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,41.85690413264244
2017-04,20,55,55.0,50.81112696390522
2017-05,21,60,60.0,57.40208715718555
2017-06,20,74,74.0,61.40158682187377
2017-07,19,89,89.0,61.6749204333678
2017-08,19,64,64.0,57.73739497092748
2017-09,23,48,48.0,50.75967862074148
2017-10,33,40,40.0,45.82979954277748
2017-11,43,36,36.0,48.64243845043845
2017-12,56,35,35.0,38.54585376350066
2018-01,56,40,40.0,37.65839678227997
2018-02,33,42,42.0,43.62317999252211
2018-03,27,51,51.0,41.60001096859468
2018-04,24,56,56.0,55.38769557270076
2018-05,22,71,71.0,65.4102158412852
2018-06,21,79,79.0,76.38201745313509
2018-07,21,91,91.0,77.54925274725274
2018-08,21,66,66.0,59.29788390583978
2018-09,24,49,49.0,52.20006571234083
2018-10,39,39,39.0,47.61640332015094
2018-11,53,34,34.0,41.92532012893068
2018-12,48,36,36.0,36.8200342920213
2019-01,49,39,39.0,38.2739212768668
2019-02,39,42,42.0,43.47247815358833
2019-03,30,53,53.0,44.54366730435342
2019-04,24,57,57.0,57.54877495333744
2019-05,23,65,65.0,70.62081623931623
2019-06,22,82,82.0,72.5992448107448
2019-07,21,100,100.0,84.20223382173383
2019-08,21,68,68.0,64.63897303539254
2019-09,24,51,51.0,52.5509662352046
2019-10,40,40,40.0,44.28326386762916
2019-11,56,36,36.0,40.30116642054634
2019-12,46,36,36.0,38.71149232016587
2020-01,41,43,43.0,38.70015939960931
2020-02,34,45,45.0,45.35589767663023
2020-03,25,44,44.0,47.288040215097645
2020-04,25,53,53.0,59.50018440133206
2020-05,27,70,70.0,64.78064208014209
2020-06,24,74,74.0,73.49726896242714
