dataset,scenario,branch,llm_version,n_successful_runs,mase_mean,mase_std,mase_variance,mase_cv,mase_ci95_low,mase_ci95_high,rmse_mean,rmse_std
AirPassengers,S1,Base,ClaudeOpus47,3,0.7464896381008043,1.3597399555105182e-16,1.8488927466117464e-32,1.8215121632095608e-16,0.7464896381008039,0.7464896381008046,26.03914002066169,0.0
AirPassengers,S1,Base,DeepSeekV4Pro,2,0.7464896381008044,0.0,0.0,0.0,0.7464896381008044,0.7464896381008044,26.03914002066169,0.0
AirPassengers,S1,Base,GPT55,3,0.7464896381008043,1.3597399555105182e-16,1.8488927466117464e-32,1.8215121632095608e-16,0.7464896381008039,0.7464896381008046,26.03914002066169,0.0
AirPassengers,S1,Base,Gemini31Pro,3,0.7464896381008043,1.3597399555105182e-16,1.8488927466117464e-32,1.8215121632095608e-16,0.7464896381008039,0.7464896381008046,26.03914002066169,0.0
AirPassengers,S1,Base,Grok43,2,0.7464896381008044,0.0,0.0,0.0,0.7464896381008044,0.7464896381008044,26.03914002066169,0.0
AirPassengers,S1,Base,KimiK26,3,0.7464896381008043,1.3597399555105182e-16,1.8488927466117464e-32,1.8215121632095608e-16,0.7464896381008039,0.7464896381008046,26.03914002066169,0.0
AirPassengers,S1,ChalDL,ClaudeOpus47,3,2.8181576884558033,0.3324250953643241,0.11050644402797996,0.11795830188142342,1.9923679727393195,3.643947404172287,104.95451089175542,6.900591540471127
AirPassengers,S1,ChalDL,DeepSeekV4Pro,3,14.022690073410319,0.0188215258980809,0.00035424983713213,0.001342219345899264,13.97593481113479,14.069445335685847,419.8461226352892,0.5440172695740848
AirPassengers,S1,ChalDL,GPT55,2,14.011351849187069,0.0007078977884046608,5.011192788282099e-07,5.052316122128734e-05,14.004991639900966,14.01771205847317,419.5184032291963,0.02046029086154642
AirPassengers,S1,ChalDL,Gemini31Pro,3,14.044423273815235,0.0,0.0,0.0,14.044423273815235,14.044423273815235,420.4742989270133,0.0
AirPassengers,S1,ChalDL,Grok43,2,14.028137841164437,0.023031079723874297,0.0005304306332474537,0.00164177740371865,13.821211799682002,14.235063882646871,420.0035848833114,0.6656901846026936
AirPassengers,S1,ChalDL,KimiK26,3,14.01813494858605,0.010881678606007516,0.00011841092928444166,0.0007762572300750397,13.991103360394055,14.045166536778046,419.71445817303476,0.3145184875035425
AirPassengers,S1,ChalML,ClaudeOpus47,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S1,ChalML,DeepSeekV4Pro,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S1,ChalML,GPT55,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S1,ChalML,Gemini31Pro,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S1,ChalML,Grok43,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S1,ChalML,KimiK26,3,2.6443507500717462,0.0,0.0,0.0,2.6443507500717462,2.6443507500717462,101.90508797688334,0.0
AirPassengers,S2,Base,ClaudeOpus47,3,0.3908007432313931,6.798699777552591e-17,4.622231866529366e-33,1.7396844543683688e-16,0.3908007432313929,0.39080074323139324,15.014304915841558,0.0
AirPassengers,S2,Base,DeepSeekV4Pro,1,0.390800743231393,,,,0.390800743231393,0.390800743231393,15.014304915841558,
AirPassengers,S2,Base,GPT55,3,0.3908007432313931,6.798699777552591e-17,4.622231866529366e-33,1.7396844543683688e-16,0.3908007432313929,0.39080074323139324,15.014304915841558,0.0
AirPassengers,S2,Base,Gemini31Pro,3,0.3908007432313931,6.798699777552591e-17,4.622231866529366e-33,1.7396844543683688e-16,0.3908007432313929,0.39080074323139324,15.014304915841558,0.0
AirPassengers,S2,Base,Grok43,3,0.3908007432313931,6.798699777552591e-17,4.622231866529366e-33,1.7396844543683688e-16,0.3908007432313929,0.39080074323139324,15.014304915841558,0.0
AirPassengers,S2,Base,KimiK26,3,0.3908007432313931,6.798699777552591e-17,4.622231866529366e-33,1.7396844543683688e-16,0.3908007432313929,0.39080074323139324,15.014304915841558,0.0
AirPassengers,S2,ChalDL,ClaudeOpus47,3,1.3403178003641891,0.191506923525425,0.03667490175817298,0.1428817281046249,0.8645882295792898,1.8160473711490885,47.48467432300732,5.860222684670203
AirPassengers,S2,ChalDL,DeepSeekV4Pro,3,13.655259124838631,0.007912504821766283,6.260773255447467e-05,0.000579447431163983,13.63560337321672,13.674914876460543,408.94159185772423,0.2286192128859071
AirPassengers,S2,ChalDL,GPT55,3,13.760137746786386,0.0,0.0,0.0,13.760137746786386,13.760137746786386,412.0450294183391,0.0
AirPassengers,S2,ChalDL,Gemini31Pro,3,13.724235884200224,0.04859005180770292,0.0023609931346752536,0.003540455892603925,13.603531504090302,13.844940264310146,411.14563058696694,1.4877761316954363
AirPassengers,S2,ChalDL,Grok43,3,13.65069083804982,2.175583928816829e-15,4.733165431326071e-30,1.5937537188613377e-16,13.650690838049815,13.650690838049826,408.8095984936226,0.0
AirPassengers,S2,ChalDL,KimiK26,3,13.662306633580235,0.0004996729724500362,2.4967307939705467e-07,3.6573104809542396e-05,13.661065377105844,13.663547890054625,409.13286724739663,0.046274171058113905
AirPassengers,S2,ChalML,ClaudeOpus47,3,1.036152668201138,0.0,0.0,0.0,1.036152668201138,1.036152668201138,36.54879478523569,0.0
AirPassengers,S2,ChalML,DeepSeekV4Pro,3,1.0361526646181856,0.0,0.0,0.0,1.0361526646181856,1.0361526646181856,36.548794925294615,0.0
AirPassengers,S2,ChalML,GPT55,3,1.036152668201138,0.0,0.0,0.0,1.036152668201138,1.036152668201138,36.54879478523569,0.0
AirPassengers,S2,ChalML,Gemini31Pro,3,1.036152668201138,0.0,0.0,0.0,1.036152668201138,1.036152668201138,36.54879478523569,0.0
AirPassengers,S2,ChalML,Grok43,3,1.036152668201138,0.0,0.0,0.0,1.036152668201138,1.036152668201138,36.54879478523569,0.0
AirPassengers,S2,ChalML,KimiK26,3,1.0627243561211255,0.04602351352028247,0.0021181637967516236,0.04330710334734897,0.9483956105595575,1.1770531016826935,37.794996045788615,2.158483899734038
AirPassengers,S3,Base,ClaudeOpus47,1,0.4571483786888564,,,,0.4571483786888564,0.4571483786888564,17.450215321552605,
AirPassengers,S3,Base,DeepSeekV4Pro,2,0.4422005805799916,0.0,0.0,0.0,0.4422005805799916,0.4422005805799916,17.23978255624867,0.0
AirPassengers,S3,Base,GPT55,3,0.4521657793192348,0.00863011526194525,7.447888943446033e-05,0.019086175152260423,0.4307273845405502,0.4736041740979194,17.380071066451293,0.12149341369454413
AirPassengers,S3,Base,Grok43,3,0.4422005805799916,0.0,0.0,0.0,0.4422005805799916,0.4422005805799916,17.23978255624867,0.0
AirPassengers,S3,Base,KimiK26,3,2.569550726099356,1.5560547097790236,2.4213062598254815,0.6055746220434242,-1.2959034599615293,6.435004912160242,92.61371954804792,57.203920388562835
AirPassengers,S3,ChalDL,ClaudeOpus47,3,1.0786491512415652,0.07935901986725573,0.00629785403429149,0.0735725975178403,0.8815104172242146,1.2757878852589157,38.9033504314392,0.9311802534007367
AirPassengers,S3,ChalDL,DeepSeekV4Pro,1,1.1279459551610334,,,,1.1279459551610334,1.1279459551610334,40.82995663823232,
AirPassengers,S3,ChalDL,GPT55,3,1.5236527206857933,0.10738286943161891,0.011531080647368117,0.07047726031906147,1.2568988851380527,1.7904065562335338,54.63741981491895,3.7177099827399367
AirPassengers,S3,ChalDL,Gemini31Pro,2,1.6067374537696995,0.16641310846192026,0.027693322667958833,0.1035720603085991,0.11157499514140268,3.1018999123979962,56.660403368322804,10.11315987061905
AirPassengers,S3,ChalDL,Grok43,3,1.7548151836668042,0.23760321439580698,0.05645528749121982,0.13540070578789903,1.1645760783603958,2.3450542889732127,63.60887057614358,9.609662125461309
AirPassengers,S3,ChalML,ClaudeOpus47,3,0.8850296109334655,0.0,0.0,0.0,0.8850296109334655,0.8850296109334655,34.54519917741978,0.0
AirPassengers,S3,ChalML,DeepSeekV4Pro,3,0.896454305288664,0.019788151084148987,0.00039157092332910674,0.02207379781368452,0.8472978129353255,0.9456107976420025,34.528276682225005,0.02931062146818547
AirPassengers,S3,ChalML,GPT55,3,0.9078789996438624,0.019788151084148987,0.0003915709233291067,0.021796022478668818,0.8587225072905239,0.957035491997201,34.511354187030236,0.02931062146818547
AirPassengers,S3,ChalML,Gemini31Pro,1,0.8850296109334655,,,,0.8850296109334655,0.8850296109334655,34.54519917741978,
AirPassengers,S3,ChalML,Grok43,3,0.8850296109334655,0.0,0.0,0.0,0.8850296109334655,0.8850296109334655,34.54519917741978,0.0
AirPassengers,S3,ChalML,KimiK26,2,3.5253499487879827,0.15002380473040627,0.02250714198578707,0.04255571983200832,2.177439541929536,4.87326035564643,130.5937193199173,2.9784716229796144
AirPassengers,S4,Base,ClaudeOpus47,3,0.6069874516482662,0.0,0.0,0.0,0.6069874516482662,0.6069874516482662,20.45261345782309,0.0
AirPassengers,S4,Base,DeepSeekV4Pro,3,0.6069874516482662,0.0,0.0,0.0,0.6069874516482662,0.6069874516482662,20.45261345782309,0.0
AirPassengers,S4,Base,GPT55,3,0.6069874516482662,0.0,0.0,0.0,0.6069874516482662,0.6069874516482662,20.45261345782309,0.0
